contexto,lacuna,gabarito,classificacao,correcao
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,colocava,depositava,verbo,aceitavel
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",é,era,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",é,trabalhava,verbo,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",tiveram,juntaram,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",dividas,viajar,nome substantivo,incorreta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",viajar,contar,verbo,classe_correta
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",era,era,verbo,exata
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",tiveram,criaram,verbo,classe_correta
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",iam,telefonavam,verbo,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",parecer,contarem,verbo,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",viajavam,viajaram,verbo,aceitavel
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",mandarom,enviavam,verbo,aceitavel
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",foram,convidavam,verbo,classe_correta
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",tirar,verem,verbo,classe_correta
E [LACUNA] muitas histórias interessantes,conhecer,contavam,verbo,classe_correta
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",era,contava,verbo,classe_correta
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",sabia,confirmava,verbo,classe_correta
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",era,suspirava,verbo,classe_correta
Só depois [LACUNA],conhecer,descobriram,verbo,classe_correta
Não [LACUNA] coisa alguma,sabia,viajavam,verbo,classe_correta
Eles [LACUNA] trancados em casa durante todo o mês de férias,foram,ficavam,verbo,classe_correta
Ela [LACUNA] os folhetos das companhias de turismo,e,estudava,conjunção aditiva,incorreta
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,tiraram,editava,verbo,classe_correta
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,era,ficava,verbo,aceitavel
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",tinha,Escrevia,verbo,classe_correta
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",que,colava,pronome relativo,incorreta
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,sabia,decorava,verbo,classe_correta
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,ele,confirmá,pronome pessoal,incorreta
Só [LACUNA] de casa à noite,que,saíam,conjunção integrativa,incorreta
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,foi,fazia,verbo,classe_correta
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,comprou,comprava,verbo,aceitavel
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,mandou,depositava,verbo,classe_correta
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",é,era,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",é,trabalhava,verbo,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",tinha,juntaram,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",gosta,viajar,verbo,classe_correta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",conta,contar,verbo,aceitavel
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",é,era,verbo,aceitavel
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",nen,criaram,preposição,incorreta
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",contão,telefonavam,verbo,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",eles,contarem,pronome pessoal,incorreta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",vao,viajaram,verbo,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",pelos,enviavam,contração,incorreta
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",-,convidavam,-,incorreta
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",tira,verem,verbo,classe_correta
E [LACUNA] muitas histórias interessantes,falar,contavam,verbo,aceitavel
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",entender,contava,verbo,classe_correta
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",nem,confirmava,preposição,incorreta
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",flores,suspirava,nome substantivo,incorreta
Só depois [LACUNA],-,descobriram,-,incorreta
Não [LACUNA] coisa alguma,-,viajavam,-,incorreta
Eles [LACUNA] trancados em casa durante todo o mês de férias,-,ficavam,-,incorreta
Ela [LACUNA] os folhetos das companhias de turismo,lendo,estudava,verbo,aceitavel
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,vendo,editava,verbo,classe_correta
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,tava,ficava,verbo,aceitavel
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",mas,Escrevia,conjunção adversativa,incorreta
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",eses,colava,pronome demonstrativo,incorreta
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,conta,decorava,verbo,classe_correta
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,elas,confirmá,pronome pessoal,incorreta
Só [LACUNA] de casa à noite,de,saíam,preposição,incorreta
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,fes,fazia,verbo,aceitavel
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,foi,comprava,verbo,classe_correta
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,lian,depositava,verbo,classe_correta
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",com,era,preposição,incorreta
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",trabalha,trabalhava,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",o,juntaram,artigo definido,incorreta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",eles,viajar,pronome pessoal,incorreta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",contar,contar,verbo,exata
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",era,era,verbo,exata
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias era tão grande, que [LACUNA] um plano",tinham,criaram,verbo,classe_correta
"Todos os anos, no fim de janeiro, [LACUNA] aos amigos para contarem que viajaram e enviavam cartões-postais de lugares lindos",pedem,telefonavam,verbo,classe_correta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para [LACUNA] que viajaram e enviavam cartões-postais de lugares lindos",-,contarem,-,incorreta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que [LACUNA] e enviavam cartões-postais de lugares lindos",-,viajaram,-,incorreta
"Todos os anos, no fim de janeiro, telefonavam aos amigos para contarem que viajaram e [LACUNA] cartões-postais de lugares lindos",-,enviavam,-,incorreta
"Depois disso, [LACUNA] os amigos para verem as fotos da viagem",pedem,convidavam,verbo,classe_correta
"Depois disso, convidavam os amigos para [LACUNA] as fotos da viagem",enviar,verem,verbo,classe_correta
E [LACUNA] muitas histórias interessantes,com,contavam,preposição,incorreta
"O filho, de dez anos, não [LACUNA] nada, mas confirmava tudo e suspirava envergonhado",entende,contava,verbo,classe_correta
"O filho, de dez anos, não contava nada, mas [LACUNA] tudo e suspirava envergonhado",vendo,confirmava,verbo,classe_correta
"O filho, de dez anos, não contava nada, mas confirmava tudo e [LACUNA] envergonhado",fica,suspirava,verbo,classe_correta
Só depois [LACUNA],soube,descobriram,verbo,aceitavel
Não [LACUNA] coisa alguma,existe,viajavam,verbo,classe_correta
Eles [LACUNA] trancados em casa durante todo o mês de férias,ficam,ficavam,verbo,aceitavel
Ela [LACUNA] os folhetos das companhias de turismo,faz,estudava,verbo,classe_correta
Ele [LACUNA] as fotos em que a imagem deles ficava sobreposta a imagens de lugares do exterior,coloca,editava,verbo,classe_correta
Ele editava as fotos em que a imagem deles [LACUNA] sobreposta a imagens de lugares do exterior,esta,ficava,verbo,aceitavel
"[LACUNA] os cartões-postais, colava neles selos usados com carimbos falsificados",compram,Escrevia,verbo,classe_correta
"Escrevia os cartões-postais, [LACUNA] neles selos usados com carimbos falsificados",colocam,colava,verbo,aceitavel
O menino [LACUNA] as histórias contadas pelos pais para confirmá-las,ouve,decorava,verbo,classe_correta
O menino decorava as histórias contadas pelos pais para [LACUNA]-las,conta,confirmá,verbo,classe_correta
Só [LACUNA] de casa à noite,agora,saíam,advérbio de tempo,incorreta
O menino [LACUNA] um pouco de exercício; ela comprava comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,faz,fazia,verbo,aceitavel
O menino fazia um pouco de exercício; ela [LACUNA] comida num supermercado distante; e ele depositava os postais nas caixas de correspondência dos amigos,compra,comprava,verbo,aceitavel
O menino fazia um pouco de exercício; ela comprava comida num supermercado distante; e ele [LACUNA] os postais nas caixas de correspondência dos amigos,entrega,depositava,verbo,aceitavel
"O marido [LACUNA] um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para viajar",era,era,verbo,exata
"O marido era um pequeno funcionário de uma grande firma, e a esposa [LACUNA] como professora do primário, nunca juntaram dinheiro suficiente para viajar",era,trabalhava,verbo,classe_correta
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca [LACUNA] dinheiro suficiente para viajar",tinha,juntaram,verbo,aceitavel
"O marido era um pequeno funcionário de uma grande firma, e a esposa trabalhava como professora do primário, nunca juntaram dinheiro suficiente para [LACUNA]",gosta,viajar,verbo,classe_correta
"Mas a vontade de [LACUNA] para os amigos sobre as maravilhas das cidades europeias era tão grande, que criaram um plano",ligar,contar,verbo,classe_correta
"Mas a vontade de contar para os amigos sobre as maravilhas das cidades europeias [LACUNA] tão grande, que criaram um plano",era,era,verbo,exata
