contexto,lacuna,gabarito,classificacao,correcao,pontuacao_nlpcloze,correcao_nlpcloze
E [LACUNA] a descarga,deram,puxaram,pronome relativo,aceitavel,1.0,aceitavel
[LACUNA] um erro fatal para os jacarés,foi,Foi,verbo,exata,1.0,exata
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",eram,eram,verbo,exata,1.0,exata
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",colocaram,despejaram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",deram,puxaram,verbo,aceitavel,1.0,aceitavel
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",machucasem,machucassem,verbo,aceitavel,1.0,grafia_incorreta
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",por,Foi,preposição,aceitavel,0.0,incorreta
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",apareseram,sobreviveram,verbo,classe_correta,0.0,incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",pararam,moraram,verbo,classe_correta,1.0,grafia_incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",ficaram,reproduziram,verbo,classe_correta,0.5,classe_correta
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",almentaram,aumentava,verbo,aceitavel,1.0,grafia_incorreta
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",ficaram,ficaram,verbo,exata,1.0,exata
"Quando as autoridades [LACUNA], já era tarde",perseberam,souberam,verbo,aceitavel,0.5,classe_correta
"Quando as autoridades souberam, já [LACUNA] tarde",era,era,verbo,exata,1.0,exata
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,apareseram,tomaram,verbo,aceitavel,0.5,classe_correta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,destruiram,comeram,verbo,aceitavel,1.0,aceitavel
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,era,foi,verbo,aceitavel,1.0,aceitavel
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,sabiam,incorporaram,verbo,classe_correta,0.5,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],moreram,devoravam,verbo,classe_correta,0.5,classe_correta
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",suprotou,mudou,verbo,classe_correta,0.5,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta,0.0,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",tomaram,dominavam,verbo,aceitavel,0.5,classe_correta
Alguns humanos [LACUNA],fugiram,sobreviveram,verbo,classe_correta,1.0,aceitavel
Os jacarés que [LACUNA] os cientistas especializados em genética começaram a fazer experiências com suas cobaias humanas,pegaram,devoraram,verbo ,aceitavel,1.0,aceitavel
Os jacarés que devoraram os cientistas especializados em genética [LACUNA] a fazer experiências com suas cobaias humanas,para,começaram,preposição,incorreta,0.0,incorreta
Os jacarés que devoraram os cientistas especializados em genética começaram a [LACUNA] experiências com suas cobaias humanas,suas,fazer,pronome possessivo,incorreta,0.0,incorreta
"Eles [LACUNA] nos laboratórios homenzinhos com vinte centímetros de altura, e os venderam como brinquedos para os filhotes de jacarés",fizeram,reproduziram,verbo,aceitavel,1.0,aceitavel
"Eles reproduziram nos laboratórios homenzinhos com vinte centímetros de altura, e os [LACUNA] como brinquedos para os filhotes de jacarés",colocou,venderam,verbo,classe_correta,0.5,classe_correta
Mas os minúsculos seres não [LACUNA] a ferocidade de seus ancestrais e começaram a agredir seus donos com lanças improvisadas,prederam,perderam,verbo,aceitavel,1.0,grafia_incorreta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e [LACUNA] a agredir seus donos com lanças improvisadas,machucaram,começaram,verbo,classe_correta,0.5,classe_correta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e começaram a [LACUNA] seus donos com lanças improvisadas,mão,agredir,nome substantivo,incorreta,0.0,incorreta
"Os jacarés [LACUNA] receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",com,tiveram,preposição,incorreta,0.0,incorreta
"Os jacarés tiveram receio de que seus filhos se [LACUNA], por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",machucasem,machucassem,verbo,aceitavel,1.0,grafia_incorreta
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso [LACUNA] os homenzinhos e os despejaram nos vasos sanitários",pegaram,pegaram,verbo,exata,1.0,exata
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os [LACUNA] nos vasos sanitários",colocaram,despejaram,verbo,aceitavel,0.5,classe_correta
E [LACUNA] a descarga,deram,puxaram,verbo,aceitavel,1.0,aceitavel
[LACUNA] um erro fatal para os jacarés,por,Foi,preposição,incorreta,0.0,incorreta
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",eram,eram,verbo,exata,1.0,exata
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",jogavam,despejaram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",davam,puxaram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",machucarem,machucassem,verbo,aceitavel,1.0,grafia_incorreta
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",foi,Foi,verbo,exata,1.0,exata
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",invadiram,sobreviveram,verbo,classe_correta,0.5,classe_correta
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",tomaram,moraram,verbo,classe_correta,1.0,grafia_incorreta
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",reprodusindo,reproduziram,verbo,aceitavel,1.0,grafia_incorreta
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",crecia,aumentava,verbo,aceitavel,0.0,incorreta
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",ficaram,ficaram,verbo,exata,1.0,exata
"Quando as autoridades [LACUNA], já era tarde",chegaram,souberam,verbo,classe_correta,1.0,aceitavel
"Quando as autoridades souberam, já [LACUNA] tarde",era,era,verbo,exata,1.0,exata
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,estavam,tomaram,verbo,classe_correta,0.5,classe_correta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,assustando,comeram,verbo,classe_correta,0.5,classe_correta
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,era,foi,verbo,aceitavel,1.0,aceitavel
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,tinha,incorporaram,verbo,classe_correta,0.5,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],comiham,devoravam,verbo,aceitavel,0.5,classe_correta
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",aguetol,mudou,verbo,classe_correta,0.5,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta,0.0,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",estavam,dominavam,verbo,classe_correta,0.5,classe_correta
Alguns humanos [LACUNA],morreram,sobreviveram,verbo,classe_correta,1.0,aceitavel
Os jacarés que [LACUNA] os cientistas especializados em genética começaram a fazer experiências com suas cobaias humanas,comeram,devoraram,verbo ,aceitavel,1.0,aceitavel
Os jacarés que devoraram os cientistas especializados em genética [LACUNA] a fazer experiências com suas cobaias humanas,começol,começaram,verbo ,classe_correta,0.5,classe_correta
Os jacarés que devoraram os cientistas especializados em genética começaram a [LACUNA] experiências com suas cobaias humanas,faze,fazer,verbo,aceitavel,1.0,grafia_incorreta
"Eles [LACUNA] nos laboratórios homenzinhos com vinte centímetros de altura, e os venderam como brinquedos para os filhotes de jacarés",tinham,reproduziram,verbo,classe_correta,0.5,classe_correta
"Eles reproduziram nos laboratórios homenzinhos com vinte centímetros de altura, e os [LACUNA] como brinquedos para os filhotes de jacarés",usavam,venderam,verbo,classe_correta,0.5,classe_correta
Mas os minúsculos seres não [LACUNA] a ferocidade de seus ancestrais e começaram a agredir seus donos com lanças improvisadas,eram,perderam,verbo,classe_correta,0.5,classe_correta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e [LACUNA] a agredir seus donos com lanças improvisadas,com ,começaram,preposição,incorreta,0.0,incorreta
Mas os minúsculos seres não perderam a ferocidade de seus ancestrais e começaram a [LACUNA] seus donos com lanças improvisadas,ferocidade,agredir,nome substantivo,incorreta,0.0,incorreta
"Os jacarés [LACUNA] receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",com,tiveram,preposição,incorreta,0.0,incorreta
"Os jacarés tiveram receio de que seus filhos se [LACUNA], por isso pegaram os homenzinhos e os despejaram nos vasos sanitários",machucarem,machucassem,verbo,aceitavel,1.0,grafia_incorreta
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso [LACUNA] os homenzinhos e os despejaram nos vasos sanitários",jogaram,pegaram,verbo,classe_correta,1.0,grafia_incorreta
"Os jacarés tiveram receio de que seus filhos se machucassem, por isso pegaram os homenzinhos e os [LACUNA] nos vasos sanitários",potes,despejaram,nome substantivo,incorreta,0.0,incorreta
E [LACUNA] a descarga,deram,puxaram,verbo,aceitavel,1.0,aceitavel
[LACUNA] um erro fatal para os jacarés,foi,Foi,verbo,exata,1.0,exata
"Mas eles [LACUNA] ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",erão,eram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças [LACUNA] os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se machucassem",jogarão,despejaram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e [LACUNA] a descarga, com medo de que seus filhos se machucassem",derão,puxaram,verbo,aceitavel,0.5,classe_correta
"Mas eles eram ferozes como seus ancestrais e os pais das crianças despejaram os jacarezinhos nos vasos sanitários e puxaram a descarga, com medo de que seus filhos se [LACUNA]",machucasen,machucassem,verbo,aceitavel,1.0,grafia_incorreta
"[LACUNA] um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se reproduziram durante anos",foi,Foi,verbo,exata,1.0,exata
"Foi um erro fatal, centenas de jacarés [LACUNA] e moraram no esgoto da cidade, assim se reproduziram durante anos",-,sobreviveram,-,incorreta,0.0,branco
"Foi um erro fatal, centenas de jacarés sobreviveram e [LACUNA] no esgoto da cidade, assim se reproduziram durante anos",-,moraram,-,incorreta,0.0,branco
"Foi um erro fatal, centenas de jacarés sobreviveram e moraram no esgoto da cidade, assim se [LACUNA] durante anos",-,reproduziram,-,incorreta,0.0,branco
"Cada geração [LACUNA] de tamanho, no fim, ficaram muito maiores que crocodilos",-,aumentava,-,incorreta,0.0,branco
"Cada geração aumentava de tamanho, no fim, [LACUNA] muito maiores que crocodilos",-,ficaram,-,incorreta,0.0,branco
"Quando as autoridades [LACUNA], já era tarde",chegarão,souberam,verbo,classe_correta,0.5,classe_correta
"Quando as autoridades souberam, já [LACUNA] tarde",era,era,verbo,exata,1.0,exata
Milhões de jacarés gigantescos [LACUNA] as ruas num ataque surpresa e comeram a maior parte da população,andavão,tomaram,verbo,classe_correta,0.0,incorreta
Milhões de jacarés gigantescos tomaram as ruas num ataque surpresa e [LACUNA] a maior parte da população,já,comeram,advérbio de tempo,incorreta,0.0,incorreta
Mais espantoso ainda [LACUNA] que os jacarés incorporaram a personalidade daqueles que devoravam,como,foi,advérbio,incorreta,0.0,incorreta
Mais espantoso ainda foi que os jacarés [LACUNA] a personalidade daqueles que devoravam,consiguiran,incorporaram,verbo,classe_correta,0.5,classe_correta
Mais espantoso ainda foi que os jacarés incorporaram a personalidade daqueles que [LACUNA],-,devoravam,-,incorreta,0.0,branco
"De modo que a estrutura da cidade não [LACUNA] muito, só que eram jacarés que dominavam a cidade no lugar de seres humanos",era,mudou,verbo,classe_correta,0.5,classe_correta
"De modo que a estrutura da cidade não mudou muito, só que [LACUNA] jacarés que dominavam a cidade no lugar de seres humanos",os,eram,artigo definido,incorreta,0.0,incorreta
"De modo que a estrutura da cidade não mudou muito, só que eram jacarés que [LACUNA] a cidade no lugar de seres humanos",-,dominavam,-,incorreta,0.0,branco
Alguns humanos [LACUNA],pegarãn,sobreviveram,verbo,classe_correta,0.5,classe_correta
